the_geom,SEGID,SEGPART,STREETID,STATUSID,MAPSTATUS,STREETNAME,STR_FROM,STR_TO,SEGDESCR,SCHEDULE
"MULTIPOLYGON (((144.956679682381 -37.817174524289, 144.956744271612 -37.817156143726, 144.956911966452 -37.817107985004, 144.956889897001 -37.817058689905, 144.957375698915 -37.816920244214, 144.957399249765 -37.816972184639, 144.957543828279 -37.81693022329, 144.957520253559 -37.816877414647, 144.958448986902 -37.816613964354, 144.958514201044 -37.816752766647, 144.958223144374 -37.81683519062, 144.958176064124 -37.816848522651, 144.958181679143 -37.816860813817, 144.9581085165 -37.816881529237, 144.958107409691 -37.816879068761, 144.958106662016 -37.816879281989, 144.958102958308 -37.816871051315, 144.958043171885 -37.816887974013, 144.958046951562 -37.816896374526, 144.958045990882 -37.816896649847, 144.958047021689 -37.816898941387, 144.957966064352 -37.816921863693, 144.957909145732 -37.816937979942, 144.957903525839 -37.816925702196, 144.957498159642 -37.817040494561, 144.957432211896 -37.817059169189, 144.957437822924 -37.817071642357, 144.957139694659 -37.817155587388, 144.95702296891 -37.817188399752, 144.956359596952 -37.817376002258, 144.956312984667 -37.817282759754, 144.956679682381 -37.817174524289)))",20103,,,,,,,,Little Collins Street between William Street and King Street,Years 5 - 7
"MULTIPOLYGON (((144.970615345093 -37.825177493686, 144.971261027396 -37.824999356411, 144.97135921224 -37.825236581428, 144.971446852795 -37.825476390831, 144.971523841222 -37.825718489829, 144.970917178142 -37.826059251153, 144.970833813733 -37.825761730963, 144.970733130312 -37.82546760049, 144.970615345093 -37.825177493686)))",22700,,,,,,,,St Kilda Road between Grant Street and Wadey Street,Not determined by precinct plan
"MULTIPOLYGON (((144.986424817341 -37.838216741864, 144.986639749025 -37.837208892965, 144.986745878334 -37.837222738663, 144.986745537479 -37.837224409021, 144.986536971805 -37.838230123078, 144.986424817341 -37.838216741864)))",22744,,,,,,,,Punt Road between Mona Place and Toorak Road,Not determined by precinct plan
"MULTIPOLYGON (((144.983526457417 -37.837856938469, 144.984238227649 -37.834461899455, 144.98442550355 -37.834484958792, 144.984405627271 -37.834496342796, 144.984359406177 -37.834717934658, 144.983699707616 -37.837880434682, 144.983526457417 -37.837856938469)))",22241,,,,,,,,Marne Street between Toorak Road and Domain Road,Years 5 - 7
"MULTIPOLYGON (((144.947631280022 -37.821099936819, 144.947638555089 -37.821127666553, 144.947939827256 -37.82227721781, 144.947990034003 -37.822329576841, 144.948004675607 -37.822344836546, 144.94791984904 -37.822335680134, 144.947555816749 -37.822296378934, 144.9472922937 -37.821241414126, 144.947232843646 -37.821215189866, 144.947631280022 -37.821099936819)))",22954,,,,,,,,Harbour Esplanade between McCrae Street and Collins Street,Not determined by precinct plan
"MULTIPOLYGON (((144.938057334711 -37.789110114447, 144.937857631904 -37.789089008949, 144.936139364927 -37.788907377779, 144.936166549901 -37.788762503584, 144.938198698389 -37.788979864175, 144.938057334711 -37.789110114447)))",23137,,,,,,,,Racecourse Road between Upfield Railway and Stubbs Street,Not determined by precinct plan
"MULTIPOLYGON (((144.948353213138 -37.802778141715, 144.948586458466 -37.802803860423, 144.948655197566 -37.802810753296, 144.948989937735 -37.802844601485, 144.949022400318 -37.802847392785, 144.949194106424 -37.802864621791, 144.949238443662 -37.802869665499, 144.949462098485 -37.802894341319, 144.94948241252 -37.802879735533, 144.949479182175 -37.802896333006, 144.949426958383 -37.803164920132, 144.949176063783 -37.803139535541, 144.949142697478 -37.803136151791, 144.948856127115 -37.803104657037, 144.94881446007 -37.803100389646, 144.948569917739 -37.803075312672, 144.948530301004 -37.803071243111, 144.948290155206 -37.803046134008, 144.948336341714 -37.802776279728, 144.948353213138 -37.802778141715)))",20999,,,,,,,,Queensberry Street between Errol Street and Curzon Street,Years 8 - 10
"MULTIPOLYGON (((144.96615357822 -37.800517770836, 144.966415228811 -37.79897903075, 144.966422321379 -37.798939068815, 144.966459465152 -37.79873014119, 144.966448194944 -37.798718690859, 144.966461238281 -37.798720150705, 144.966569222235 -37.798732135543, 144.966534130938 -37.798951128762, 144.966526942673 -37.798991269288, 144.96630793316 -37.800274414936, 144.966301836769 -37.800309933226, 144.966264104119 -37.800529511505, 144.96615357822 -37.800517770836)))",20758,,,,,,,,Dorrit Street between Grattan Street and Faraday Street,Years 8 - 10
"MULTIPOLYGON (((144.971088901527 -37.795111208703, 144.971135056096 -37.794845903555, 144.97248904933 -37.794988727233, 144.972610193334 -37.795001879284, 144.973171699793 -37.795061523746, 144.973129227393 -37.795330732166, 144.973127197486 -37.795342259367, 144.973114813199 -37.795329168365, 144.972923872569 -37.795308480183, 144.972890946427 -37.795305696537, 144.972484098202 -37.795262447421, 144.972447243277 -37.795258397443, 144.971946490197 -37.795203445525, 144.971912182711 -37.795199682568, 144.971669856902 -37.795173087871, 144.971637983799 -37.795169592057, 144.971334617368 -37.795136330983, 144.971300157721 -37.795133150994, 144.971106567505 -37.795113045057, 144.971086397115 -37.795125124828, 144.971088901527 -37.795111208703)))",20573,,,,,,,,Kay Street between Canning Street and Rathdowne Street,Years 5 - 7
"MULTIPOLYGON (((144.936970401743 -37.797033152642, 144.936981605493 -37.797119068624, 144.937102554433 -37.797966975579, 144.936945246094 -37.798064250206, 144.936754059591 -37.796721971906, 144.936930690122 -37.79674159389, 144.936970401743 -37.797033152642)))",21310,,,,,,,,Langford Street between Gracie Street and Straker Street,Not determined by precinct plan
"MULTIPOLYGON (((144.957726098273 -37.82643095936, 144.957463896786 -37.826656092883, 144.957288419294 -37.826274222208, 144.957270906066 -37.826236105115, 144.957038732549 -37.825730843982, 144.957027072284 -37.82570543583, 144.95729151937 -37.8254869568, 144.957534432311 -37.826013572335, 144.95755021729 -37.82604885676, 144.957714221727 -37.826405141995, 144.957726098273 -37.82643095936)))",22455,,,,,,,,Clarendon Street between Whiteman Street and Haig Street,Years 5 - 7
"MULTIPOLYGON (((144.926828658427 -37.795413019753, 144.926687212274 -37.79549550124, 144.926278172779 -37.79505243781, 144.926424940171 -37.794973366816, 144.926615955344 -37.795182152411, 144.926640980016 -37.795210358139, 144.926828658427 -37.795413019753)))",21721,,,,,,,,Derby Street between Kensington Road and Henry Street,Years 5 - 7
"MULTIPOLYGON (((144.929275328191 -37.798365990832, 144.92938233071 -37.798474273819, 144.92784269953 -37.799375148187, 144.927736752196 -37.799261250063, 144.929275328191 -37.798365990832)))",21733,,,,,,,,Tennyson Street between Derby Street and Altona Street,Not determined by precinct plan
"MULTIPOLYGON (((144.955719476413 -37.79510580685, 144.955724687595 -37.795069606897, 144.955783366371 -37.794565767862, 144.955722674479 -37.794560523881, 144.955837831596 -37.794428995319, 144.956024127448 -37.79444281764, 144.955937611499 -37.795127679803, 144.955934949021 -37.795163707721, 144.955901826808 -37.795430097599, 144.955682888648 -37.795402307918, 144.955719476413 -37.79510580685)))",22348,,,,,,,,Wimble Street between Morrah Street and Park Drive,Years 8 - 10
"MULTIPOLYGON (((144.958448986852 -37.816613966156, 144.958103003076 -37.815853277847, 144.958428916539 -37.815763269519, 144.958798427926 -37.816567314779, 144.958448986852 -37.816613966156)))",20183,,,,,,,,William Street between Little Collins Street and Bourke Street,Years 8 - 10
"MULTIPOLYGON (((144.940694025004 -37.793373650885, 144.940706848958 -37.793300753748, 144.941328417206 -37.793369593431, 144.941314812394 -37.79344241391, 144.940694025004 -37.793373650885)))",23240,,,,,,,,Wilson Mews between Buncle Street and Pearl Street,Years 5 - 7
"MULTIPOLYGON (((144.949925052235 -37.800375613423, 144.950263132275 -37.800412345716, 144.950261474923 -37.800422175732, 144.950186962269 -37.800861220298, 144.949844934302 -37.800827951644, 144.949925052235 -37.800375613423)))",21145,,,,,,,,Errol Street between Arden Street and O'Shanassy Street,Years 5 - 7
"MULTIPOLYGON (((144.982781345774 -37.815974422232, 144.982436969425 -37.815934547519, 144.982589963936 -37.815035296661, 144.982933839782 -37.81507212534, 144.982781345774 -37.815974422232)))",21937,,,,,,,,Clarendon Street between Wellington Parade and George Street,Complete
"MULTIPOLYGON (((144.946174726997 -37.79996038413, 144.946221006294 -37.799693929674, 144.948493452841 -37.799947424376, 144.94843698253 -37.800213062434, 144.946174726997 -37.79996038413)))",21154,,,,,,,,O'Shanassy Street between Curzon Street and Abbotsford Street,Years 1 - 4
"MULTIPOLYGON (((144.943097287526 -37.812449068569, 144.942375408019 -37.812693903287, 144.941652157733 -37.812273427576, 144.941400896351 -37.812127343612, 144.941079714173 -37.81194061021, 144.940639568708 -37.811702834684, 144.940503552625 -37.811629362236, 144.939447833227 -37.811098233217, 144.939410185088 -37.811082056195, 144.939218262555 -37.810999601506, 144.939591601256 -37.810488284795, 144.94002901408 -37.81069781174, 144.940456555513 -37.810919794872, 144.940873662234 -37.811153941765, 144.943032128328 -37.812411117386, 144.943097287526 -37.812449068569)), ((144.939410185088 -37.811082056195, 144.939447833227 -37.811098233217, 144.940503552625 -37.811629362236, 144.940639568708 -37.811702834684, 144.940600439662 -37.811748515686, 144.940492187806 -37.811690884796, 144.940007385334 -37.811441142294, 144.939842983638 -37.81135747587, 144.939698803046 -37.811286004448, 144.939328442728 -37.811112410067, 144.939282180042 -37.811073516876, 144.939268698617 -37.811057933965, 144.939410185088 -37.811082056195)))",22453,,,,,,,,Footscray Road between Docklands Drive and Waterfront Way,Not determined by precinct plan
"MULTIPOLYGON (((144.983117747207 -37.813990869401, 144.982963164262 -37.814891220446, 144.982620716442 -37.814854542493, 144.982773932765 -37.813954051374, 144.983117747207 -37.813990869401)))",21932,,,,,,,,Clarendon Street between George Street and Hotham Street,Complete
"MULTIPOLYGON (((144.938652655886 -37.810756603917, 144.938357366447 -37.810629739806, 144.937640275397 -37.810386644363, 144.936682019089 -37.810152935681, 144.936169954075 -37.810032567836, 144.936429454667 -37.809603453534, 144.936572084127 -37.809460720008, 144.936552528675 -37.809448328646, 144.936619621926 -37.809464320586, 144.936686614051 -37.809480577234, 144.936753503389 -37.809497098187, 144.936832301883 -37.809516935136, 144.936910952204 -37.809537138887, 144.936989451642 -37.809557708743, 144.937672519124 -37.809754139793, 144.938341904287 -37.809978270561, 144.938995824041 -37.810229504082, 144.938652655886 -37.810756603917)))",23228,,,,,,,,Footscray Road between Waterfront Way and Pearl River Road,Not determined by precinct plan
"MULTIPOLYGON (((144.9451942952 -37.815133545243, 144.945071340366 -37.814852486372, 144.945153484322 -37.814829840585, 144.946778242981 -37.814359816832, 144.946950274836 -37.814310052815, 144.947423954292 -37.814173014768, 144.947437555044 -37.814188472679, 144.947486669027 -37.81417427021, 144.94767439904 -37.814398077697, 144.947632190017 -37.814410282841, 144.947678252116 -37.814461983996, 144.947592080117 -37.814440620124, 144.94681118442 -37.814666528895, 144.945247958965 -37.815118756253, 144.9451942952 -37.815133545243)))",22549,,,,,,,,La Trobe Street between Wurundjeri Way and Harbour Esplanade,Complete
"MULTIPOLYGON (((144.954298948732 -37.799452811894, 144.954225403339 -37.799393813929, 144.9538531092 -37.799096887645, 144.954336657623 -37.798715439338, 144.955087448828 -37.799314279812, 144.954665893182 -37.799747823501, 144.954298948732 -37.799452811894)))",22688,,,,,,,,Flemington Road between Wreckyn Street and Villiers Street,Not determined by precinct plan
"MULTIPOLYGON (((144.98986683065 -37.816957078354, 144.990069095239 -37.816980077763, 144.990005296008 -37.817350355616, 144.989792152192 -37.817267305025, 144.989870123185 -37.816961334059, 144.989870229625 -37.816961064168, 144.98987029676 -37.816960785971, 144.989870332984 -37.816960503991, 144.989870338019 -37.816960220381, 144.989870311828 -37.816959937309, 144.98987025461 -37.816959656935, 144.989870166802 -37.816959381402, 144.989870049075 -37.816959112814, 144.989869902327 -37.816958853222, 144.989869727681 -37.816958604609, 144.98986952647 -37.816958368874, 144.98986930023 -37.816958147817, 144.98986905069 -37.816957943127, 144.989868779756 -37.816957756368, 144.989868489496 -37.816957588964, 144.989868182129 -37.816957442196, 144.98986786 -37.816957317184, 144.989867525572 -37.816957214884, 144.989867181398 -37.816957136075, 144.98986683065 -37.816957078354)))",21917,,,,,,,,Hoddle Street between Wellington Parade and Wellington Parade South,Years 8 - 10
"MULTIPOLYGON (((144.950930631078 -37.798056905952, 144.951152106423 -37.797884164854, 144.951176852937 -37.797864445085, 144.951399101675 -37.79769203237, 144.951423997523 -37.797672657592, 144.951750709554 -37.797418287975, 144.951909366626 -37.79754857283, 144.950594813105 -37.798576015472, 144.950629565219 -37.798371809938, 144.950873397033 -37.798182065743, 144.950873891265 -37.798181683692, 144.950874316621 -37.79818125182, 144.950874692621 -37.798180791848, 144.9508750164 -37.798180307279, 144.950875285494 -37.798179801805, 144.950875497853 -37.798179279273, 144.950875651859 -37.798178743664, 144.95087574634 -37.798178199058, 144.950875780577 -37.798177649601, 144.950875754307 -37.798177099478, 144.950875667733 -37.798176552879, 144.950875521512 -37.798176013967, 144.950875316758 -37.798175486846, 144.950875055032 -37.798174975531, 144.950874738325 -37.798174483915, 144.950874369051 -37.798174015743, 144.950873950021 -37.79817357458, 144.950873507247 -37.798173146016, 144.950828383601 -37.79813665624, 144.950930631078 -37.798056905952)))",21190,,,,,,,,Murphy Street between Flemington Road and Errol Street,Complete
"MULTIPOLYGON (((144.955970066448 -37.800787238165, 144.954530751016 -37.801922772522, 144.954506694359 -37.801941756986, 144.954334861875 -37.802077318966, 144.954096220315 -37.801884142451, 144.954722018471 -37.801389399076, 144.95476702809 -37.801348231037, 144.955044703228 -37.801130543809, 144.955096302785 -37.801088444711, 144.955726659445 -37.800589350156, 144.955970066448 -37.800787238165)))",21122,,,,,,,,Blackwood Street between Flemington Road and Courtney Street,Not determined by precinct plan
"MULTIPOLYGON (((144.955584440514 -37.79970468336, 144.955087448828 -37.799314279812, 144.957228514737 -37.799545913177, 144.957199786622 -37.799815713855, 144.955632285507 -37.799641359191, 144.955584440514 -37.79970468336)))",21552,,,,,,,,Grattan Street between Flemington Road and Elizabeth Street,Years 5 - 7
"MULTIPOLYGON (((144.950299887879 -37.802115883234, 144.951104224887 -37.802202866811, 144.9510888235 -37.80229576239, 144.950798212765 -37.802263012541, 144.950763951533 -37.802259145069, 144.950282598584 -37.802206781274, 144.950247844289 -37.802203085306, 144.949960106445 -37.80217243808, 144.949974912462 -37.802080586674, 144.95026421126 -37.802112684888, 144.950299887879 -37.802115883234)))",21095,,,,,,,,Bendigo Street between Leveson Street and Errol Street,Complete
"MULTIPOLYGON (((144.955633323552 -37.816556533277, 144.955946489349 -37.816468049841, 144.956312990444 -37.81728275625, 144.955983224068 -37.817333788002, 144.955633323552 -37.816556533277)))",20191,,,,,,,,King Street between Little Collins Street and Bourke Street,Years 8 - 10
"MULTIPOLYGON (((144.954173129913 -37.819501738487, 144.954142375798 -37.819433922474, 144.95407535231 -37.819286154905, 144.954055468146 -37.819243093748, 144.954381706147 -37.819147398118, 144.954754553321 -37.819964535286, 144.954425635673 -37.820058419047, 144.954173129913 -37.819501738487)))",20069,,,,,,,,Spencer Street between Flinders Lane and Collins Street,Years 5 - 7
"MULTIPOLYGON (((144.968520109325 -37.801253697754, 144.968513884342 -37.801282337956, 144.968466191902 -37.801566765177, 144.968462091465 -37.801591233523, 144.968374700704 -37.802112436288, 144.968370118421 -37.802146196474, 144.968247267737 -37.802865902613, 144.96790546865 -37.802825688081, 144.968212590003 -37.801018853281, 144.968553484938 -37.801056951495, 144.968520109325 -37.801253697754)))",20546,,,,,,,,Drummond Street between Pelham Street and Grattan Street,Complete
